0.18067,1,1,701,1
-0.14272,2,1,701,1
-0.03033,3,1,701,1
-0.028656,4,1,701,1
0.02397,5,1,701,1
-0.011362,6,1,701,1
0.023188,7,1,701,1
0.043702,8,1,701,1
0.04503,9,1,701,1
3.9407e-17,10,1,701,1
-0.3486,1,1,704,1
-0.33442,2,1,704,1
-0.26475,3,1,704,1
-0.28162,4,1,704,1
-0.1961,5,1,704,1
-0.18055,6,1,704,1
-0.13292,7,1,704,1
-0.070714,8,1,704,1
-0.034716,9,1,704,1
-1.2273e-16,10,1,704,1
0.0023086,1,1,705,1
-0.020905,2,1,705,1
-0.041855,3,1,705,1
-0.019764,4,1,705,1
-0.0059348,5,1,705,1
0.0012127,6,1,705,1
0.013804,7,1,705,1
-0.013153,8,1,705,1
0.011539,9,1,705,1
-2.5644e-16,10,1,705,1
-0.068904,1,1,710,1
-0.012313,2,1,710,1
0.16408,3,1,710,1
0.26933,4,1,710,1
0.20402,5,1,710,1
0.14122,6,1,710,1
0.061043,7,1,710,1
0.037765,8,1,710,1
0.029606,9,1,710,1
9.1649e-17,10,1,710,1
0.431,1,1,711,1
0.17719,2,1,711,1
0.038536,3,1,711,1
-0.012982,4,1,711,1
0.029437,5,1,711,1
0.024214,6,1,711,1
-0.021125,7,1,711,1
-0.021946,8,1,711,1
-0.028431,9,1,711,1
-9.3166e-18,10,1,711,1
-0.044193,1,1,712,1
-0.14729,2,1,712,1
-0.12712,3,1,712,1
-0.13576,4,1,712,1
-0.1459,5,1,712,1
-0.13085,6,1,712,1
-0.087095,7,1,712,1
-0.057835,8,1,712,1
-0.027592,9,1,712,1
5.229e-16,10,1,712,1
-0.22205,1,1,713,1
-0.052097,2,1,713,1
0.050476,3,1,713,1
0.06685,4,1,713,1
0.13033,5,1,713,1
0.15512,6,1,713,1
0.075846,7,1,713,1
0.082552,8,1,713,1
0.039594,9,1,713,1
-2.9138e-16,10,1,713,1
0.13293,1,1,714,1
0.019276,2,1,714,1
0.068865,3,1,714,1
0.014331,4,1,714,1
0.031824,5,1,714,1
0.070476,6,1,714,1
0.0059648,7,1,714,1
0.011673,8,1,714,1
0.012999,9,1,714,1
2.0602e-16,10,1,714,1
0.26738,1,1,715,1
-0.10937,2,1,715,1
-0.27476,3,1,715,1
-0.21167,4,1,715,1
-0.15289,5,1,715,1
-0.055997,6,1,715,1
-0.012635,7,1,715,1
-0.016112,8,1,715,1
0.03183,9,1,715,1
5.7792e-17,10,1,715,1
-0.10448,1,1,716,1
0.080697,2,1,716,1
0.082912,3,1,716,1
-0.067212,4,1,716,1
-0.054011,5,1,716,1
-0.0496,6,1,716,1
-0.0089342,7,1,716,1
-0.020283,8,1,716,1
-0.026068,9,1,716,1
-7.8842e-17,10,1,716,1
0.33285,1,1,717,1
0.27233,2,1,717,1
0.24092,3,1,717,1
0.22574,4,1,717,1
0.11005,5,1,717,1
0.056501,6,1,717,1
0.058374,7,1,717,1
0.074288,8,1,717,1
0.025966,9,1,717,1
-3.3383e-16,10,1,717,1
-0.18469,1,1,718,1
-0.019332,2,1,718,1
-0.036842,3,1,718,1
4.8909e-05,4,1,718,1
-0.017872,5,1,718,1
0.0015149,6,1,718,1
0.00030932,7,1,718,1
0.0022037,8,1,718,1
0.013546,9,1,718,1
1.2152e-16,10,1,718,1
-0.089772,1,1,719,1
-0.18229,2,1,719,1
-0.25303,3,1,719,1
-0.13838,4,1,719,1
-0.1237,5,1,719,1
-0.10053,6,1,719,1
-0.092074,7,1,719,1
-0.08184,8,1,719,1
-0.023243,9,1,719,1
2.4029e-16,10,1,719,1
0.061323,1,1,720,1
0.14806,2,1,720,1
0.085029,3,1,720,1
0.023611,4,1,720,1
-0.02367,5,1,720,1
-0.039287,6,1,720,1
-0.086817,7,1,720,1
-0.07786,8,1,720,1
-0.027346,9,1,720,1
-9.3019e-17,10,1,720,1
-0.46536,1,1,721,1
-0.39492,2,1,721,1
-0.22908,3,1,721,1
-0.022604,4,1,721,1
-0.045526,5,1,721,1
-0.042473,6,1,721,1
-0.049663,7,1,721,1
-0.068004,8,1,721,1
-0.024608,9,1,721,1
1.3179e-16,10,1,721,1
-0.38672,1,1,722,1
-0.20025,2,1,722,1
-0.10217,3,1,722,1
0.01933,4,1,722,1
-0.0044648,5,1,722,1
-0.0054116,6,1,722,1
-0.041071,7,1,722,1
0.0034604,8,1,722,1
0.010017,9,1,722,1
4.0875e-16,10,1,722,1
-0.47137,1,1,723,1
-0.20891,2,1,723,1
0.095602,3,1,723,1
0.040851,4,1,723,1
0.021633,5,1,723,1
0.047387,6,1,723,1
0.016226,7,1,723,1
0.0086324,8,1,723,1
0.011428,9,1,723,1
-1.053e-16,10,1,723,1
0.013733,1,1,724,1
-0.044856,2,1,724,1
0.00021343,3,1,724,1
-0.0022303,4,1,724,1
-0.015609,5,1,724,1
-0.015192,6,1,724,1
-0.038798,7,1,724,1
-0.0051047,8,1,724,1
0.0096959,9,1,724,1
6.8119e-17,10,1,724,1
0.39125,1,1,725,1
0.29513,2,1,725,1
0.18206,3,1,725,1
0.028642,4,1,725,1
-0.019646,5,1,725,1
0.048511,6,1,725,1
0.039624,7,1,725,1
0.032448,8,1,725,1
-0.0037272,9,1,725,1
3.3532e-16,10,1,725,1
0.033026,1,1,726,1
0.036683,2,1,726,1
0.10818,3,1,726,1
0.078284,4,1,726,1
0.002552,5,1,726,1
0.030289,6,1,726,1
-0.028157,7,1,726,1
-0.012846,8,1,726,1
-0.017502,9,1,726,1
3.7635e-18,10,1,726,1
-0.032973,1,1,727,1
-0.11155,2,1,727,1
-0.099937,3,1,727,1
-0.10249,4,1,727,1
-0.07638,5,1,727,1
-0.01506,6,1,727,1
-0.0090531,7,1,727,1
-0.00021471,8,1,727,1
-0.0061943,9,1,727,1
4.2384e-17,10,1,727,1
-0.093126,1,1,728,1
-0.13259,2,1,728,1
-0.15188,3,1,728,1
-0.13061,4,1,728,1
-0.068338,5,1,728,1
-0.025011,6,1,728,1
-0.054366,7,1,728,1
-0.013567,8,1,728,1
0.0051416,9,1,728,1
-1.6907e-16,10,1,728,1
-0.30454,1,1,729,1
-0.034531,2,1,729,1
-0.039195,3,1,729,1
0.00066249,4,1,729,1
0.048431,5,1,729,1
-0.014241,6,1,729,1
-0.043619,7,1,729,1
-0.024471,8,1,729,1
-0.0024598,9,1,729,1
1.4414e-16,10,1,729,1
0.23633,1,1,730,1
0.022023,2,1,730,1
0.056884,3,1,730,1
0.00018534,4,1,730,1
0.015297,5,1,730,1
0.0078817,6,1,730,1
-0.0038166,7,1,730,1
-0.0084305,8,1,730,1
-0.036219,9,1,730,1
1.3224e-16,10,1,730,1
0.18042,1,1,731,1
0.059984,2,1,731,1
0.028897,3,1,731,1
0.12122,4,1,731,1
0.12969,5,1,731,1
0.12418,6,1,731,1
0.091737,7,1,731,1
0.052194,8,1,731,1
0.029113,9,1,731,1
7.4846e-17,10,1,731,1
0.13329,1,1,802,0
0.070164,2,1,802,0
-0.0023756,3,1,802,0
-0.057607,4,1,802,0
0.019455,5,1,802,0
0.0079687,6,1,802,0
0.034979,7,1,802,0
-0.011718,8,1,802,0
0.020417,9,1,802,0
-8.0491e-16,10,1,802,0
-0.11797,1,1,803,0
0.060906,2,1,803,0
-0.026544,3,1,803,0
-0.061835,4,1,803,0
-0.013021,5,1,803,0
-0.015856,6,1,803,0
-0.060631,7,1,803,0
-0.05162,8,1,803,0
-0.026712,9,1,803,0
4.3691e-16,10,1,803,0
0.42302,1,1,808,0
0.66165,2,1,808,0
0.35164,3,1,808,0
0.27098,4,1,808,0
0.10279,5,1,808,0
0.045113,6,1,808,0
0.043335,7,1,808,0
0.035084,8,1,808,0
0.015785,9,1,808,0
-2.303e-16,10,1,808,0
-0.085573,1,1,809,0
-0.21139,2,1,809,0
-0.1665,3,1,809,0
-0.060666,4,1,809,0
-0.058041,5,1,809,0
-0.062647,6,1,809,0
0.015225,7,1,809,0
-0.014988,8,1,809,0
-0.02318,9,1,809,0
1.0516e-15,10,1,809,0
-0.45836,1,1,810,0
-0.19441,2,1,810,0
-0.093004,3,1,810,0
-0.11911,4,1,810,0
0.024958,5,1,810,0
0.017251,6,1,810,0
-0.028782,7,1,810,0
-0.03441,8,1,810,0
-0.000242,9,1,810,0
4.0379e-16,10,1,810,0
-0.094794,1,1,811,0
0.055454,2,1,811,0
0.10681,3,1,811,0
0.11522,4,1,811,0
0.02675,5,1,811,0
0.032945,6,1,811,0
-0.015076,7,1,811,0
0.042604,8,1,811,0
0.011165,9,1,811,0
2.6569e-16,10,1,811,0
0.0096515,1,1,812,0
0.22481,2,1,812,0
0.070525,3,1,812,0
-0.01169,4,1,812,0
-0.030764,5,1,812,0
-0.02291,6,1,812,0
-0.021417,7,1,812,0
-0.02703,8,1,812,0
-0.015763,9,1,812,0
3.069e-16,10,1,812,0
-0.14821,1,1,813,0
-0.15825,2,1,813,0
-0.090962,3,1,813,0
-0.14141,4,1,813,0
-0.1322,5,1,813,0
-0.11378,6,1,813,0
-0.083672,7,1,813,0
-0.010699,8,1,813,0
0.019912,9,1,813,0
3.3766e-16,10,1,813,0
0.10892,1,1,814,0
0.098353,2,1,814,0
0.079052,3,1,814,0
0.017549,4,1,814,0
0.12682,5,1,814,0
0.15874,6,1,814,0
0.11738,7,1,814,0
0.10672,8,1,814,0
0.049841,9,1,814,0
-7.427e-16,10,1,814,0
-0.26043,1,1,815,0
-0.074963,2,1,815,0
0.036704,3,1,815,0
0.060678,4,1,815,0
0.01877,5,1,815,0
0.037147,6,1,815,0
0.035788,7,1,815,0
-0.0088595,8,1,815,0
0.011966,9,1,815,0
2.288e-16,10,1,815,0
-0.074713,1,1,816,0
-0.23557,2,1,816,0
-0.14509,3,1,816,0
-0.13372,4,1,816,0
-0.1236,5,1,816,0
-0.052844,6,1,816,0
-0.026557,7,1,816,0
-0.031035,8,1,816,0
-0.026035,9,1,816,0
-2.5573e-16,10,1,816,0
0.23635,1,1,817,0
0.23884,2,1,817,0
0.17396,3,1,817,0
0.20362,4,1,817,0
0.14917,5,1,817,0
0.11501,6,1,817,0
0.062113,7,1,817,0
0.027837,8,1,817,0
0.0035281,9,1,817,0
8.3363e-17,10,1,817,0
-0.44121,1,1,818,0
-0.3339,2,1,818,0
-0.15687,3,1,818,0
-0.049285,4,1,818,0
-0.12015,5,1,818,0
-0.098867,6,1,818,0
-0.082159,7,1,818,0
-0.034854,8,1,818,0
-0.026793,9,1,818,0
6.4612e-16,10,1,818,0
0.26348,1,1,819,0
