-0.030503,0.23171,-0.68603,0.23171,0.1443,-1.0793,-0.68603,0.71243,0.1006,710,2
0.4093,0.4093,0.81053,0.30899,0.0080667,-0.94486,-0.54363,0.0080667,-0.042087,711,2
0.54481,0.70999,0.76506,0.73753,0.48974,-0.3362,-0.66658,0.15936,0.48974,712,2
0.53227,0.3292,0.22766,0.53227,0.37996,0.12612,0.27843,0.075352,0.22766,713,2
0.2624,-0.65333,-0.019365,-0.019365,-0.23069,0.2624,-0.30113,0.19196,0.33284,714,2
-0.12038,0.27311,0.085732,-0.045433,-0.1766,-0.66378,-0.30776,0.42301,0.59165,715,2
-0.13902,0.18753,0.30182,-0.188,-0.41658,-1.2329,-0.33495,-0.49822,-0.090037,716,2
0.2049,-0.01682,-0.080167,-0.11184,-0.46025,-0.46025,-0.20686,0.58498,0.48996,717,2
0.29918,0.41612,0.72794,0.49407,0.57203,-0.28549,-0.28549,-0.16855,0.18225,718,2
0.24739,0.24739,0.72073,0.86637,0.82996,-0.51723,-0.66287,0.028929,0.61513,719,2
-0.093632,-0.093632,0.17286,-0.093632,0.012964,-0.57331,-0.41342,0.012964,0.17286,720,2
-0.018034,-0.018034,-0.018034,0.037196,0.25812,0.064811,0.47904,0.50665,0.14766,721,2
0.29753,0.64946,0.72767,0.80587,0.18023,-0.99286,-0.95376,0.37574,0.37574,722,2
0.063202,0.18917,0.56708,0.78303,0.87301,-0.24273,0.42312,0.62107,0.29715,723,2
-0.0067711,-0.26451,-0.071206,-0.0067711,-0.65112,-0.071206,0.44427,0.057664,0.44427,724,2
-0.18357,-0.3448,-0.45229,-0.39855,-0.8285,-0.8285,-0.8285,-0.8285,-0.88225,725,2
0.10965,0.0058083,0.057731,0.36927,0.36927,0.25021,0.18425,0.31735,0.19829,726,2
0.027306,-0.062501,0.027306,0.027306,0.027306,0.027306,0.027306,0.027306,0.027306,727,2
-1.0072,0.18838,0.3274,0.49422,0.57763,0.18838,0.66105,0.27179,-1.2296,728,2
0.54335,0.59386,0.24025,-0.36594,0.24025,-0.568,0.081412,-0.66904,-0.31542,729,2
0.55848,-0.39566,0.081412,0.79702,0.081412,-0.43542,-0.037856,0.47897,0.24044,730,2
1.2045,-0.47441,0.50975,0.10451,-0.12706,-0.069167,-0.24284,-0.76387,-0.5323,731,2
0.5116,-0.096242,0.5116,0.025327,-0.46095,-0.70409,-0.33938,-0.33938,-0.21781,802,2
-0.87426,-0.84208,-0.0053635,-0.085817,-0.56854,-0.93862,-0.55244,0.236,0.25209,803,2
0.29538,0.61204,0.63067,0.61204,-0.02127,-1.083,0.4444,0.2395,-0.48694,808,2
0.65396,0.61771,0.8352,0.43648,0.61771,-0.57845,0.21899,0.43648,0.50897,809,2
-0.74323,-0.40624,-0.67583,-0.10294,-0.0018465,-0.67583,-0.37254,-0.87803,-0.64213,810,2
-0.028286,0.38186,-0.51081,-0.24542,-1.0657,-0.48669,-0.028286,-0.93571,-0.26955,811,2
0.73273,0.23845,0.46658,0.54262,0.23845,0.20043,-0.17979,0.65668,0.46658,812,2
0.50662,0.71681,0.12128,-0.12394,0.15631,-0.89462,-0.43922,0.15631,-0.57934,813,2
-0.27315,0.55322,0.7303,0.31711,0.37614,-0.68633,-0.037044,-0.096071,-0.21412,814,2
-1.0135,0.56503,0.6402,0.26436,-0.036314,-1.0135,0.56503,0.56503,0.71537,815,2
0.20825,-0.46277,0.87926,0.43192,1.1029,-0.015426,0.20825,0.43192,-0.015426,816,2
-0.32237,-0.14041,0.58744,0.58744,0.28417,-0.32237,0.40548,-0.14041,0.34482,817,2
0.63002,0.45453,0.51834,0.16735,-0.45485,0.26308,0.32689,0.55025,0.67788,818,2
-0.25336,-0.018571,0.49797,0.42753,0.21622,-1.1456,-0.51163,-0.13597,0.6858,819,2
0.40632,1.2251,-0.2955,-0.2955,-0.52945,-0.76339,-0.41247,-0.52945,-0.2955,820,2
0.3089,0.19913,-0.45951,-0.29485,-0.78883,0.19913,0.36379,0.14424,0.63822,821,2
0.39415,0.11621,0.39415,-0.20806,0.023557,-0.30071,0.16253,0.25518,0.11621,822,2
0.16797,-0.33489,-0.6869,0.2434,-0.20918,-0.43547,0.10236,0.14283,-0.23432,823,2
0.11935,-0.078184,0.39589,-0.11769,-0.39423,-0.23621,-0.35473,0.040335,0.19836,824,2
-0.89312,0.21992,0.46189,0.60707,0.51028,-1.2319,0.026351,0.31671,-0.60276,825,2
-0.21716,-0.29133,0.042417,-0.66216,-0.58799,-0.66216,-0.29133,-0.21716,-0.69924,826,2
-0.55118,-0.29616,0.1907,0.49209,0.051598,-0.92212,0.14433,0.15328,0.23707,827,2
0.10399,-0.069063,-0.12675,-0.18443,-0.24211,-0.18443,0.046303,-0.81894,0.45008,828,2
0.23869,-0.15994,-0.50874,0.13903,-0.060283,-0.010454,-0.060283,-0.40909,0.48784,829,2
