-0.60168,-0.60168,-0.60168,-0.60168,-0.60168,2.1286,-0.60168,-0.60168,-0.60168,701,1
0.51283,-0.73681,-0.73681,-0.73681,-0.73681,1.8562,0.049999,-0.73681,-0.20571,704,1
-0.62315,-0.62315,-0.62315,-0.62315,-0.62315,1.9683,-0.62315,-0.62315,-0.62315,705,1
-0.6327,-0.6327,0.052496,-0.6327,-0.6327,1.5895,-0.028115,-0.6327,-0.6327,710,1
-0.37473,-0.22465,-0.82497,-0.48729,0,1.7993,0.28626,0.18807,0.31248,711,1
0,-0.59991,-0.59991,-0.59991,-0.59991,1.7346,0.64072,-0.59991,-0.59991,712,1
-0.88565,-0.5336,-0.88565,-0.55561,-0.19556,0.94838,0.42438,-0.59228,-0.55561,713,1
-0.53039,-0.53039,-0.53039,-0.53039,-0.53039,2.2274,-0.53039,-0.53039,-0.53039,714,1
0.78906,0.1694,-0.57938,0.0038668,0.069696,0.97176,0.54436,-1.1384,-1.1384,715,1
0.43172,-1.027,-0.56876,-1.027,0.059725,1.0393,1.1788,0.38424,-1.027,716,1
-0.64296,-0.64296,-0.64296,-0.64296,-0.64296,1.8381,-0.64296,-0.64296,-0.64296,717,1
-0.65421,-0.65421,-0.65421,-0.65421,-0.65421,1.9844,-0.17543,-0.65421,-0.65421,718,1
-0.29455,-1.0084,0.26548,-0.82996,-0.62952,1.0724,1.0567,-1.0084,-1.0084,719,1
-0.092593,0.46687,-0.070631,-0.052328,0,0.81141,0.59668,0.61358,-0.7963,720,1
-0.7963,-0.7963,-0.7963,-0.7963,-0.45103,1.3911,0.32582,-0.44195,-0.7963,721,1
-0.67645,-0.67645,-0.67645,-0.67645,-0.67645,1.6752,-0.67645,-0.67645,-0.67645,722,1
-0.10877,-0.70344,-0.70344,-0.70344,-0.70344,1.6564,-0.70344,-0.43914,-0.70344,723,1
-0.38641,-0.38641,-0.38641,-0.38641,-0.38641,-0.38641,-0.38641,-0.38641,-0.38641,724,1
-0.58862,-0.58862,-0.58862,-0.58862,0,2.038,-0.58862,-0.58862,-0.58862,725,1
0.012226,-0.6461,-0.6461,-0.6461,-0.6461,2.0318,-0.6461,-0.6461,-0.6461,726,1
-0.79287,-0.5963,-0.06209,-0.79287,-0.79287,1.5888,0.62243,-0.3766,-0.79287,727,1
-0.055574,-0.75996,-0.061699,-0.75996,-0.75996,1.9666,-0.70454,0.36958,-0.061699,728,1
-0.5765,-0.5765,-0.5765,-0.5765,-0.5765,2.288,-0.5765,-0.5765,-0.5765,729,1
-0.4258,-0.46666,-0.65731,-0.65731,-0.0045428,2.519,-0.65731,0.062939,-0.65731,730,1
-1.0216,0.011188,0.22382,0.63085,0,0.76026,0.011188,0.23363,-0.10003,731,1
-0.08964,-0.12207,0.15453,-0.17612,0.040078,0.040078,-0.17612,-0.28422,0.040078,802,1
-0.64115,-0.64115,-0.21724,-0.64115,-0.64115,1.73,-0.64115,-0.4292,-0.64115,803,1
-0.83848,-0.83848,-0.57006,-0.26035,0.47753,1.0049,0.50361,-0.46034,0.30185,808,1
-0.031579,0.032559,0.40391,0.4535,-0.063159,0.045024,0.36627,0.01245,-0.26043,809,1
0.053862,-0.34452,0.026663,0.10222,0.16169,0.6719,0.09466,0.47012,-0.59589,810,1
-0.65019,-0.70351,-0.92746,0.31603,0.075407,0.67201,0.56681,-0.73969,-0.92746,811,1
0.01837,-0.37226,-0.40151,-0.73992,-0.23483,-0.31843,0.059731,-0.75646,-0.0021898,812,1
-0.67751,-0.67751,-0.67751,-0.67751,-0.67751,1.6406,-0.67751,-0.67751,-0.67751,813,1
0.35815,-0.5382,-0.29374,-1.076,-0.17022,1.0979,0.056224,0.056224,-0.15405,814,1
-0.73293,-0.73293,-0.73293,-0.73293,-0.23469,1.4826,-0.73293,-0.73293,-0.73293,815,1
-1.0169,-1.0169,-1.0169,0.67017,0.95136,1.385,-1.0169,-1.0169,-1.0169,816,1
-0.79386,-0.035876,-0.26327,0.0020228,-0.22537,1.1465,-0.32569,-0.79386,-0.79386,817,1
-0.45004,-0.30598,-0.8342,-0.8342,-0.23052,1.2314,-0.36467,-0.8342,-0.59943,818,1
0.20096,0.35919,-0.71061,-0.99412,-0.99412,0.98612,0.76977,-0.99412,-0.49553,819,1
-1.1586,-0.083966,0.123,-0.022205,-0.10234,0.3184,0.72948,-0.37395,-0.53577,820,1
-0.53577,-0.53577,-0.53577,-0.53577,-0.53577,2.0611,-0.53577,-0.53577,-0.53577,821,1
-0.82434,-0.82434,-0.82434,-0.82434,-0.82434,0.93807,0.56495,-0.82434,-0.008411,822,1
-0.51696,-0.72872,-0.48353,-0.72872,-0.72872,1.5161,0.02831,-0.58383,-0.72872,823,1
0.005568,0.17293,-0.50063,0.2276,-0.11567,0.021765,0.2499,0.7964,-0.015972,824,1
0.72832,-0.9612,-0.9612,0.70272,-0.9612,1.0223,0.90239,-0.16252,-0.34683,825,1
-0.55576,0.18202,-1.0267,-1.0267,-0.51334,0.68228,0.58859,-1.0267,-0.43332,826,1
-0.14354,-0.68152,-0.68152,-0.68152,-0.18253,1.8426,-0.2332,-0.68152,-0.68152,827,1
-0.32291,0.068538,-0.72203,-0.72203,-0.72203,2.1274,0.39358,-0.36797,-0.72203,828,1
-0.42994,-0.62571,0.23653,0.12621,-0.30202,0.18999,0.4483,-0.22567,-0.30202,829,1
0.51037,0.66006,0.061306,0.01141,0.31079,-0.68714,-0.23807,-0.23807,-0.18818,701,2
0.091408,0.35402,0.61663,0.5291,0.5291,-0.083667,0.17895,0.35402,0.26648,704,2
0.72387,0.19112,0.57858,0.48171,0.38485,-1.6009,-0.2932,0.045823,0.33642,705,2
