0.21278,701,1
0.27747,704,1
0.22353,705,1
0.24624,710,1
0.30538,711,1
0.19342,712,1
0.33543,713,1
0.19233,714,1
0.50909,715,1
0.4669,716,1
0.2537,717,1
0.22675,718,1
0.47087,719,1
0.58444,720,1
0.35482,721,1
0.26322,722,1
0.29573,723,1
0.1363,724,1
0.20455,725,1
0.2301,726,1
0.33613,727,1
0.32651,728,1
0.20126,729,1
0.2028,730,1
0.66151,731,1
0.9794,802,0
0.275,803,0
0.44626,808,0
1.0306,809,0
0.55742,810,0
0.47785,811,0
0.69723,812,0
0.26282,813,0
0.50018,814,0
0.30969,815,0
0.43054,816,0
0.39898,817,0
0.39482,818,0
0.49847,819,0
0.84376,820,0
0.18098,821,0
0.44903,822,0
0.31285,823,0
1.0103,824,0
0.4814,825,0
0.51908,826,0
0.25336,827,0
0.25491,828,0
0.88967,829,0
