3.9407e-17,1,701,1
-1.2273e-16,1,704,1
-2.5644e-16,1,705,1
9.1649e-17,1,710,1
-9.3166e-18,1,711,1
5.229e-16,1,712,1
-2.9138e-16,1,713,1
2.0602e-16,1,714,1
5.7792e-17,1,715,1
-7.8842e-17,1,716,1
-3.3383e-16,1,717,1
1.2152e-16,1,718,1
2.4029e-16,1,719,1
-9.3019e-17,1,720,1
1.3179e-16,1,721,1
4.0875e-16,1,722,1
-1.053e-16,1,723,1
6.8119e-17,1,724,1
3.3532e-16,1,725,1
3.7635e-18,1,726,1
4.2384e-17,1,727,1
-1.6907e-16,1,728,1
1.4414e-16,1,729,1
1.3224e-16,1,730,1
7.4846e-17,1,731,1
-8.0491e-16,1,802,0
4.3691e-16,1,803,0
-2.303e-16,1,808,0
1.0516e-15,1,809,0
4.0379e-16,1,810,0
2.6569e-16,1,811,0
3.069e-16,1,812,0
3.3766e-16,1,813,0
-7.427e-16,1,814,0
2.288e-16,1,815,0
-2.5573e-16,1,816,0
8.3363e-17,1,817,0
6.4612e-16,1,818,0
4.1121e-16,1,819,0
7.9624e-16,1,820,0
-5.229e-17,1,821,0
-3.7967e-16,1,822,0
-4.0477e-16,1,823,0
-1.5528e-17,1,824,0
2.3497e-16,1,825,0
3.7413e-16,1,826,0
-1.2186e-16,1,827,0
2.1751e-16,1,828,0
7.7017e-16,1,829,0
-1.402e-16,2,701,1
1.7446e-16,2,704,1
-6.8408e-17,2,705,1
-1.0469e-16,2,710,1
-1.1258e-17,2,711,1
2.6373e-16,2,712,1
2.7308e-16,2,713,1
-3.0522e-18,2,714,1
3.1177e-17,2,715,1
1.5205e-16,2,716,1
-2.9344e-16,2,717,1
8.4204e-17,2,718,1
3.1406e-16,2,719,1
-1.5641e-16,2,720,1
1.6691e-16,2,721,1
4.3794e-17,2,722,1
-6.8674e-17,2,723,1
-3.5094e-17,2,724,1
-1.0502e-16,2,725,1
-4.7043e-17,2,726,1
8.5798e-17,2,727,1
-7.5963e-18,2,728,1
1.4e-16,2,729,1
2.2583e-16,2,730,1
-2.3119e-16,2,731,1
5.4066e-17,2,802,0
5.1735e-17,2,803,0
-3.2106e-16,2,808,0
1.7694e-16,2,809,0
-3.8782e-17,2,810,0
8.8818e-17,2,811,0
-1.477e-17,2,812,0
-2.0271e-16,2,813,0
3.2158e-17,2,814,0
-2.4736e-16,2,815,0
1.5457e-16,2,816,0
-1.3791e-16,2,817,0
1.1933e-16,2,818,0
1.4584e-16,2,819,0
7.0119e-18,2,820,0
-3.9028e-16,2,821,0
1.2698e-16,2,822,0
1.0755e-16,2,823,0
2.4029e-16,2,824,0
3.6995e-16,2,825,0
9.6574e-17,2,826,0
2.6167e-16,2,827,0
-1.3557e-16,2,828,0
1.5528e-16,2,829,0
